"id","product_id","imageThumb","imageSmall","createdDate","modifiedDate","createdBy"
"14","1028426822","https://product.hstatic.net/1000277297/product/0ao20922469_-_1cv10069931__3__ef569619bfa64f11b71d00e3b01025d4_master.jpg","https://product.hstatic.net/1000277297/product/0ao20922469_-_1cv10069931__3__ef569619bfa64f11b71d00e3b01025d4_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"15","1032747434","https://product.hstatic.net/1000277297/product/1ao20154055_-_1cv10099828__3__f89ecdd12a2745c385c29917c2d85ac6_master.jpg","https://product.hstatic.net/1000277297/product/1ao20154055_-_1cv10099828__3__f89ecdd12a2745c385c29917c2d85ac6_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"16","1032747434","https://product.hstatic.net/1000277297/product/1ao20154055_-_1cv10099828_efb3b9a057c44df987fc905310029e1d_master.jpg","https://product.hstatic.net/1000277297/product/1ao20154055_-_1cv10099828_efb3b9a057c44df987fc905310029e1d_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"17","1032747434","https://product.hstatic.net/1000277297/product/1ao20154055_-_1cv10099828__4__be2b47c0542b4ad294a1767be58d874f_master.jpg","https://product.hstatic.net/1000277297/product/1ao20154055_-_1cv10099828__4__be2b47c0542b4ad294a1767be58d874f_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"18","1032747434","https://product.hstatic.net/1000277297/product/1ao20154055_-_1cv10099828__5__8e43296894374610a280d59b91adece5_master.jpg","https://product.hstatic.net/1000277297/product/1ao20154055_-_1cv10099828__5__8e43296894374610a280d59b91adece5_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"19","1031938739","https://product.hstatic.net/1000277297/product/1ao30010778_-_0qu10441093__2__7f386556f91c4e62a97936f0dd2f069e_master.jpg","https://product.hstatic.net/1000277297/product/1ao30010778_-_0qu10441093__2__7f386556f91c4e62a97936f0dd2f069e_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"20","1031938739","https://product.hstatic.net/1000277297/product/1ao30010778_-_0qu10441093__3__47731b8012754a64b86e65392e70c911_master.jpg","https://product.hstatic.net/1000277297/product/1ao30010778_-_0qu10441093__3__47731b8012754a64b86e65392e70c911_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"21","1031938739","https://product.hstatic.net/1000277297/product/1ao30010778_-_0qu10441093__4__c28b483f2545482982f11c087317199e_master.jpg","https://product.hstatic.net/1000277297/product/1ao30010778_-_0qu10441093__4__c28b483f2545482982f11c087317199e_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"22","1031938739","https://product.hstatic.net/1000277297/product/1ao30010778_-_0qu10441093_23b2fac27ba545dc9e578b3c175bea39_master.jpg","https://product.hstatic.net/1000277297/product/1ao30010778_-_0qu10441093_23b2fac27ba545dc9e578b3c175bea39_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"23","1030761154","https://product.hstatic.net/1000277297/product/0kn10012899_-_1cv10099857_b6a090c6f8f04cf695956616ab69b750_master.jpg","https://product.hstatic.net/1000277297/product/0kn10012899_-_1cv10099857_b6a090c6f8f04cf695956616ab69b750_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"24","1030761154","https://product.hstatic.net/1000277297/product/0kn10012899_-_1cv10099857__3__7152aec18631490e92dd4ca065c378c2_master.jpg","https://product.hstatic.net/1000277297/product/0kn10012899_-_1cv10099857__3__7152aec18631490e92dd4ca065c378c2_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"25","1030761154","https://product.hstatic.net/1000277297/product/0kn10012899_-_1cv10099857__4__75ba5d09766f412e906527ab3c7b7474_master.jpg","https://product.hstatic.net/1000277297/product/0kn10012899_-_1cv10099857__4__75ba5d09766f412e906527ab3c7b7474_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"26","1030761154","https://product.hstatic.net/1000277297/product/0kn10012899_-_1cv10099857__5__44718e28ecf54b78b61d342ef7b0aadd_master.jpg","https://product.hstatic.net/1000277297/product/0kn10012899_-_1cv10099857__5__44718e28ecf54b78b61d342ef7b0aadd_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"27","1032440547","https://product.hstatic.net/1000277297/product/1ts40213390__3__ba9d302e79b1403caad16b282818ba73_master.jpg","https://product.hstatic.net/1000277297/product/1ts40213390__3__ba9d302e79b1403caad16b282818ba73_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"28","1032440547","https://product.hstatic.net/1000277297/product/1ts40213390__2__97b48a4f2d5e42ea88ba34a7aad30771_master.jpg","https://product.hstatic.net/1000277297/product/1ts40213390__2__97b48a4f2d5e42ea88ba34a7aad30771_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"29","1032440547","https://product.hstatic.net/1000277297/product/1ts40213390_f7bca364a27a421e9cb83be8e01dff1f_master.jpg","https://product.hstatic.net/1000277297/product/1ts40213390_f7bca364a27a421e9cb83be8e01dff1f_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"30","1032718728","https://product.hstatic.net/1000277297/product/1ao20623208_-_1qu30019999__2__169a4c2ab1724a3b9a0f4cf83513c6c6_master.jpg","https://product.hstatic.net/1000277297/product/1ao20623208_-_1qu30019999__2__169a4c2ab1724a3b9a0f4cf83513c6c6_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"31","1032718728","https://product.hstatic.net/1000277297/product/1ao20623208_-_1qu30019999__5__ceabad77044f4845983eb536e8553e5d_master.jpg","https://product.hstatic.net/1000277297/product/1ao20623208_-_1qu30019999__5__ceabad77044f4845983eb536e8553e5d_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"32","1032718728","https://product.hstatic.net/1000277297/product/1ao20623208_-_1qu30019999_bbb50e24d5bc486a8e52b6d42579d840_master.jpg","https://product.hstatic.net/1000277297/product/1ao20623208_-_1qu30019999_bbb50e24d5bc486a8e52b6d42579d840_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"33","1031401359","https://product.hstatic.net/1000277297/product/1ao10433976_57a4adbc894f4e6894795131837613c7_master.jpg","https://product.hstatic.net/1000277297/product/1ao10433976_57a4adbc894f4e6894795131837613c7_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"34","1031401359","https://product.hstatic.net/1000277297/product/1ao10433976__2__cf8ceddcb0434a09b3031e12d5df656a_master.jpg","https://product.hstatic.net/1000277297/product/1ao10433976__2__cf8ceddcb0434a09b3031e12d5df656a_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"35","1031077729","https://product.hstatic.net/1000277297/product/1ts40183390_-_0qu30310777__2__50fae815bf6148338a324e91b500132e_master.jpg","https://product.hstatic.net/1000277297/product/1ts40183390_-_0qu30310777__2__50fae815bf6148338a324e91b500132e_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"36","1031077729","https://product.hstatic.net/1000277297/product/1ts40183390_-_0qu30310777_1f167a6f501048499d84436fc47c8a46_master.jpg","https://product.hstatic.net/1000277297/product/1ts40183390_-_0qu30310777_1f167a6f501048499d84436fc47c8a46_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"37","1031077729","https://product.hstatic.net/1000277297/product/1ts40183390_-_0qu30310777__3__210fdc772aaf485b80d36c817ff17058_master.jpg","https://product.hstatic.net/1000277297/product/1ts40183390_-_0qu30310777__3__210fdc772aaf485b80d36c817ff17058_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"38","1031077729","https://product.hstatic.net/1000277297/product/1ts40183390_-_0qu30310777__4__60b748f0ed604dddabea0c9e1b9d8aa1_master.jpg","https://product.hstatic.net/1000277297/product/1ts40183390_-_0qu30310777__4__60b748f0ed604dddabea0c9e1b9d8aa1_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"39","1030527907","https://product.hstatic.net/1000277297/product/0cv20323361_-_0kn1001_259dd0b436a34b3cae289f30704071d5_master.jpg","https://product.hstatic.net/1000277297/product/0cv20323361_-_0kn1001_259dd0b436a34b3cae289f30704071d5_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"40","1030527907","https://product.hstatic.net/1000277297/product/0cv20323361_-_0kn1001__2__e8b34498c7b046a89be5685ee5614d7c_master.jpg","https://product.hstatic.net/1000277297/product/0cv20323361_-_0kn1001__2__e8b34498c7b046a89be5685ee5614d7c_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"41","1030527907","https://product.hstatic.net/1000277297/product/0cv20323361_-_0kn1001__4__3426e68438e64e85b99ddf4299f55486_master.jpg","https://product.hstatic.net/1000277297/product/0cv20323361_-_0kn1001__4__3426e68438e64e85b99ddf4299f55486_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"42","1030527907","https://product.hstatic.net/1000277297/product/0cv20323361_-_0kn1001__5__bcbd6c7b53f242c9bce336491eb53ae1_master.jpg","https://product.hstatic.net/1000277297/product/0cv20323361_-_0kn1001__5__bcbd6c7b53f242c9bce336491eb53ae1_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"43","1031865735","https://product.hstatic.net/1000277297/product/1ao30019770_-_0qu10449997__4__26e47400568a407c8635297272b3f244_master.jpg","https://product.hstatic.net/1000277297/product/1ao30019770_-_0qu10449997__4__26e47400568a407c8635297272b3f244_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"44","1031865735","https://product.hstatic.net/1000277297/product/1ao30019770_-_0qu10449997_34d6d56fae7b47a18d9c186d29998ad4_master.jpg","https://product.hstatic.net/1000277297/product/1ao30019770_-_0qu10449997_34d6d56fae7b47a18d9c186d29998ad4_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"45","1031865735","https://product.hstatic.net/1000277297/product/1ao30019770_-_0qu10449997__2__39c1b9c809ad49e5a893dc810b2304f5_master.jpg","https://product.hstatic.net/1000277297/product/1ao30019770_-_0qu10449997__2__39c1b9c809ad49e5a893dc810b2304f5_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"46","1031464829","https://product.hstatic.net/1000277297/product/1ao10344001_-_1cv10069982_54209c1ee3334882a6ceaf8224502d04_master.jpg","https://product.hstatic.net/1000277297/product/1ao10344001_-_1cv10069982_54209c1ee3334882a6ceaf8224502d04_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"47","1031464829","https://product.hstatic.net/1000277297/product/1ao10344001_-_1cv10069982__2__a218c28f764249d8a84529ec6a29417c_master.jpg","https://product.hstatic.net/1000277297/product/1ao10344001_-_1cv10069982__2__a218c28f764249d8a84529ec6a29417c_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"48","1031464829","https://product.hstatic.net/1000277297/product/1ao10344001_-_1cv10069982__3__401caed6a33f4d62899ab8503c06ad0f_master.jpg","https://product.hstatic.net/1000277297/product/1ao10344001_-_1cv10069982__3__401caed6a33f4d62899ab8503c06ad0f_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"49","1031464829","https://product.hstatic.net/1000277297/product/1ao10344001_-_1cv10069982__4__58fd89a9b89a4d8f87b7445b4edcd8cb_master.jpg","https://product.hstatic.net/1000277297/product/1ao10344001_-_1cv10069982__4__58fd89a9b89a4d8f87b7445b4edcd8cb_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"50","1031465181","https://product.hstatic.net/1000277297/product/1ao10329872_-_1cv10060984_5ecdc66cad84403d8f6321f05e37c1f3_master.jpg","https://product.hstatic.net/1000277297/product/1ao10329872_-_1cv10060984_5ecdc66cad84403d8f6321f05e37c1f3_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"51","1031465181","https://product.hstatic.net/1000277297/product/1ao10329872_-_1cv10060984__2__d169f13b3392482cb5330cbf578c287e_master.jpg","https://product.hstatic.net/1000277297/product/1ao10329872_-_1cv10060984__2__d169f13b3392482cb5330cbf578c287e_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"52","1031465181","https://product.hstatic.net/1000277297/product/1ao10329872_-_1cv10060984__3__3cee819372df4e7d912639f15d54434e_master.jpg","https://product.hstatic.net/1000277297/product/1ao10329872_-_1cv10060984__3__3cee819372df4e7d912639f15d54434e_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"53","1031465181","https://product.hstatic.net/1000277297/product/1ao10329872_-_1cv10060984__4__22b628cbc2ee458baf50afb2d3fae8fe_master.jpg","https://product.hstatic.net/1000277297/product/1ao10329872_-_1cv10060984__4__22b628cbc2ee458baf50afb2d3fae8fe_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"54","1031465181","https://product.hstatic.net/1000277297/product/1ao10329872_-_1cv10060984__5__d4867d550279484384d8507a3b7c75f7_master.jpg","https://product.hstatic.net/1000277297/product/1ao10329872_-_1cv10060984__5__d4867d550279484384d8507a3b7c75f7_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"55","1031077650","https://product.hstatic.net/1000277297/product/1ts40022142_-_0qu10449997_3688e87a666f42f88591731e8995605f_master.jpg","https://product.hstatic.net/1000277297/product/1ts40022142_-_0qu10449997_3688e87a666f42f88591731e8995605f_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"56","1031077650","https://product.hstatic.net/1000277297/product/1ts40022142_-_0qu10449997__2__b8824ccab96246a99e3ff07abea100de_master.jpg","https://product.hstatic.net/1000277297/product/1ts40022142_-_0qu10449997__2__b8824ccab96246a99e3ff07abea100de_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"57","1031077650","https://product.hstatic.net/1000277297/product/1ts40022142_-_0qu10449997__4__ba8d306c88e6474fb696eb0cf630d208_master.jpg","https://product.hstatic.net/1000277297/product/1ts40022142_-_0qu10449997__4__ba8d306c88e6474fb696eb0cf630d208_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"58","1031077650","https://product.hstatic.net/1000277297/product/1ts40022142_-_0qu10449997__5__4d05df42997342fcb35071a825db2378_master.jpg","https://product.hstatic.net/1000277297/product/1ts40022142_-_0qu10449997__5__4d05df42997342fcb35071a825db2378_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"59","1031077650","https://product.hstatic.net/1000277297/product/1ts40022142__2__6c517511e8804d148213c96b6fddde6c_master.jpg","https://product.hstatic.net/1000277297/product/1ts40022142__2__6c517511e8804d148213c96b6fddde6c_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"60","1031077650","https://product.hstatic.net/1000277297/product/1ts40022142_e878e17d7dba4d18b9dc0ba485922b06_master.jpg","https://product.hstatic.net/1000277297/product/1ts40022142_e878e17d7dba4d18b9dc0ba485922b06_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"61","1031401923","https://product.hstatic.net/1000277297/product/1ao20389885_-_0qu30313828_5444b2b317b44f52ac1fcea6096d05eb_master.jpg","https://product.hstatic.net/1000277297/product/1ao20389885_-_0qu30313828_5444b2b317b44f52ac1fcea6096d05eb_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"62","1031401923","https://product.hstatic.net/1000277297/product/1ao20389885_-_0qu30313828__2__a805484f4044420bba6369e6b3b7ae88_master.jpg","https://product.hstatic.net/1000277297/product/1ao20389885_-_0qu30313828__2__a805484f4044420bba6369e6b3b7ae88_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"63","1031401923","https://product.hstatic.net/1000277297/product/1ao20389885_-_0qu30313828__3__5f6e1e1be9814ff89244b258fded444b_master.jpg","https://product.hstatic.net/1000277297/product/1ao20389885_-_0qu30313828__3__5f6e1e1be9814ff89244b258fded444b_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"64","1031401923","https://product.hstatic.net/1000277297/product/1ao20389885_-_0qu30313828__4__66880b09d0fa46b99d78f66e7eed8a49_master.jpg","https://product.hstatic.net/1000277297/product/1ao20389885_-_0qu30313828__4__66880b09d0fa46b99d78f66e7eed8a49_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"65","1028426706","https://product.hstatic.net/1000277297/product/1ao10099787_-_1qu30279651__2__9fbbf6e4446f4877a8dbf02a0f236ed3_master.jpg","https://product.hstatic.net/1000277297/product/1ao10099787_-_1qu30279651__2__9fbbf6e4446f4877a8dbf02a0f236ed3_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"66","1028426706","https://product.hstatic.net/1000277297/product/1ao10099787_-_1qu30279651__4__2ccdc60f22384a238969fee48cbcfaed_master.jpg","https://product.hstatic.net/1000277297/product/1ao10099787_-_1qu30279651__4__2ccdc60f22384a238969fee48cbcfaed_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"67","1028426706","https://product.hstatic.net/1000277297/product/1ao10099787_-_1qu30279651__3__6affc39958514517ae1d4d74f879a116_master.jpg","https://product.hstatic.net/1000277297/product/1ao10099787_-_1qu30279651__3__6affc39958514517ae1d4d74f879a116_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"68","1028426706","https://product.hstatic.net/1000277297/product/1ao10099787_-_1qu30279651_80970fc82b71477882639c84716afb34_master.jpg","https://product.hstatic.net/1000277297/product/1ao10099787_-_1qu30279651_80970fc82b71477882639c84716afb34_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"69","1028426706","https://product.hstatic.net/1000277297/product/1ao10099787_-_1qu30279651__5__8f96baed464048f4814cc967c8bcb917_master.jpg","https://product.hstatic.net/1000277297/product/1ao10099787_-_1qu30279651__5__8f96baed464048f4814cc967c8bcb917_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"70","1032655679","https://product.hstatic.net/1000277297/product/1ao10569813_-_1cv10099828__6__cbded669120d438cb16c7ec0d81e78d3_master.jpg","https://product.hstatic.net/1000277297/product/1ao10569813_-_1cv10099828__6__cbded669120d438cb16c7ec0d81e78d3_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"71","1032655679","https://product.hstatic.net/1000277297/product/1ao10569813_-_1cv10099828_cf9c7138e8684de1aaea88e6f9d325c8_master.jpg","https://product.hstatic.net/1000277297/product/1ao10569813_-_1cv10099828_cf9c7138e8684de1aaea88e6f9d325c8_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"72","1032655679","https://product.hstatic.net/1000277297/product/1ao10569813_-_1cv10099828__3__d713ee7bba2741309850f7a87102af84_master.jpg","https://product.hstatic.net/1000277297/product/1ao10569813_-_1cv10099828__3__d713ee7bba2741309850f7a87102af84_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"73","1032655679","https://product.hstatic.net/1000277297/product/1ao10569813_-_1cv10099828__2__29be11e8ab8f45afbb18b875a553fc22_master.jpg","https://product.hstatic.net/1000277297/product/1ao10569813_-_1cv10099828__2__29be11e8ab8f45afbb18b875a553fc22_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"74","1032655679","https://product.hstatic.net/1000277297/product/1ao10569813_-_1cv10099828__5__16a420e8ae3a4f67b5fd9e3a6fbd7ee5_master.jpg","https://product.hstatic.net/1000277297/product/1ao10569813_-_1cv10099828__5__16a420e8ae3a4f67b5fd9e3a6fbd7ee5_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"75","1032187227","https://product.hstatic.net/1000277297/product/1ao20149854_-_1so10019931__2__13233425a0444d84a6b161259a57739d_master.jpg","https://product.hstatic.net/1000277297/product/1ao20149854_-_1so10019931__2__13233425a0444d84a6b161259a57739d_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"76","1032187227","https://product.hstatic.net/1000277297/product/1ao20149854_-_1so10019931__3__a8a39eaee06a4c7ab3f4f084f591b4a5_master.jpg","https://product.hstatic.net/1000277297/product/1ao20149854_-_1so10019931__3__a8a39eaee06a4c7ab3f4f084f591b4a5_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"77","1032187227","https://product.hstatic.net/1000277297/product/1ao20149854_-_1so10019931__4__6ff2b8d060304d61920f3f8dd4e14540_master.jpg","https://product.hstatic.net/1000277297/product/1ao20149854_-_1so10019931__4__6ff2b8d060304d61920f3f8dd4e14540_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"78","1032187227","https://product.hstatic.net/1000277297/product/1ao20149854_-_1so10019931_006a3414870f44b590a8fe1323126571_master.jpg","https://product.hstatic.net/1000277297/product/1ao20149854_-_1so10019931_006a3414870f44b590a8fe1323126571_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"79","1031401654","https://product.hstatic.net/1000277297/product/1ao10503996_-_1cv10060984__3__f34e711ae84b473597ab8e5c2fbc7c0e_master.jpg","https://product.hstatic.net/1000277297/product/1ao10503996_-_1cv10060984__3__f34e711ae84b473597ab8e5c2fbc7c0e_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"80","1031401654","https://product.hstatic.net/1000277297/product/1ao10503996_-_1cv10060984_222fe36c12254e2c9661558d7cb7460c_master.jpg","https://product.hstatic.net/1000277297/product/1ao10503996_-_1cv10060984_222fe36c12254e2c9661558d7cb7460c_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"81","1031401654","https://product.hstatic.net/1000277297/product/1ao10503996_-_1cv10060984__2__2493e1ef39744bdbb1d4dd3c9f352409_master.jpg","https://product.hstatic.net/1000277297/product/1ao10503996_-_1cv10060984__2__2493e1ef39744bdbb1d4dd3c9f352409_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"82","1031401654","https://product.hstatic.net/1000277297/product/1ao10503996_-_1cv10060984__4__5bca4ef2e41f4868a5ae284887243781_master.jpg","https://product.hstatic.net/1000277297/product/1ao10503996_-_1cv10060984__4__5bca4ef2e41f4868a5ae284887243781_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"83","1031401654","https://product.hstatic.net/1000277297/product/1ao10503996__2__9ba1526256fc4b6daf948c10c9f7a3cb_master.jpg","https://product.hstatic.net/1000277297/product/1ao10503996__2__9ba1526256fc4b6daf948c10c9f7a3cb_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
"84","1031401654","https://product.hstatic.net/1000277297/product/1ao10503996_2a91d311b6d24600bc3ee8c2ce3acd13_master.jpg","https://product.hstatic.net/1000277297/product/1ao10503996_2a91d311b6d24600bc3ee8c2ce3acd13_master.jpg","2021-05-07 00:00:00","2021-05-07 00:00:00","TUẤN"
